name,year,song_name,performed_by
Rocky,1976,U.S. Marine Corps Hymn,
Rocky,1976,You Take My Heart Away,
Dead Poets Society,1989,'Water Music': Suite III in D 'Allegro',Stuttgarter Kammerorchester (as The Stuttgart Chamber Orchestra)
Dead Poets Society,1989,Symphony No. 9,Fritz Reiner And The Chicago Symphony Orchestra
Dead Poets Society,1989,"Piano Concerto No. 5 in E Flat Major, Op. 73 'Emperor'",Wilhelm Kempff With The Berliner Philharmoniker (as Berlin Philharmonic Orchestra)
Dead Poets Society,1989,Rainbow Voice,
Dead Poets Society,1989,The Fields of Athenry,
Dead Poets Society,1989,The Battle of New Orleans,
Dead Poets Society,1989,Let's Have a Party,Wanda Jackson
Dead Poets Society,1989,Ridgeway Fight Song,
Dead Poets Society,1989,Sound Off,
Dead Poets Society,1989,Stranded in the Jungle,The Cadets
Dead Poets Society,1989,Hey Little Girl,Henry 'Professor Longhair' Byrd (as Professor Longhair)
Platoon,1986,ADAGIO FOR STRINGS,
Platoon,1986,WHITE RABBIT,Jefferson Airplane
Platoon,1986,OKIE FROM MUSKOGEE,Merle Haggard
Platoon,1986,TRACKS OF MY TEARS,Smokey Robinson & The Miracles (as Smokey Robinson and The Miracles)
Platoon,1986,OH! SUSANNA,
Ford v Ferrari,2019,Hold On,The Paladins
Ford v Ferrari,2019,Dark Side,The Shadows of Knight
Ford v Ferrari,2019,Love's Gonna Live Here,
Ford v Ferrari,2019,Money (That's What I Want),The Kingsmen
Ford v Ferrari,2019,Don't Bring Me Down,The Animals
Ford v Ferrari,2019,Stop Your Sobbing,The Kinks
Ford v Ferrari,2019,Handy Man,Del Shannon
Ford v Ferrari,2019,Darling (I Need Your Love),The Chips
Ford v Ferrari,2019,Kustom Kar Show,David Marks & The Marksmen
Ford v Ferrari,2019,I'm H-A-P-P-Y,
Ford v Ferrari,2019,Tick Tock,
Ford v Ferrari,2019,Hipsville 29 B.C. (I Need Help),The Sparkles
Ford v Ferrari,2019,Flying Saucers Rock 'N' Roll,Billy Lee Riley (as Billy Riley) and His Little Green Men
Ford v Ferrari,2019,Surfer Baby,
Ford v Ferrari,2019,Ace of Spades,Link Wray
Ford v Ferrari,2019,Have Love Will Travel,The Sonics
Ford v Ferrari,2019,Juan Charrasqueado,Emerson Ensemble
Ford v Ferrari,2019,Hot Streaks,
Ford v Ferrari,2019,Shooting Star,
Ford v Ferrari,2019,Polk Salad Annie,James Burton
Ford v Ferrari,2019,Stranger in a Strange Land,The Byrds
Ford v Ferrari,2019,Move it Up,Count Five
Ford v Ferrari,2019,I Put a Spell on You,Nina Simone
Ford v Ferrari,2019,Jeannie,
Ford v Ferrari,2019,Serenata Huapanga,
Ford v Ferrari,2019,Do The Kangaroo,Jimmy McHugh
Ford v Ferrari,2019,Don't Try Your Luck,The Quarrymen
Ford v Ferrari,2019,Now It's Over,Living Children
Ford v Ferrari,2019,I Might Have Known,The Teen Kings (as Teen Kings)
Ford v Ferrari,2019,Une Fille comme Toi,Lucky Blondo
Ford v Ferrari,2019,Sur le pont de Nantes,
Ford v Ferrari,2019,French Nationalm Defile March,Gardemusikken
The Terminator,1984,You Can't Do That,Tryanglz
The Terminator,1984,Pictures of You,16mm
The Terminator,1984,Photoplay,Tryanglz
The Terminator,1984,Intimacy,Linn Van Hek
The Terminator,1984,Burnin' in the Third Degree,Tryanglz
The Terminator,1984,Beat Street Breakdown,Grandmaster Melle Mel & The Furious Five
The Terminator,1984,The Terminator Theme,Brad Fiedel
The Terminator,1984,Terminator Arrival,Brad Fiedel
The Terminator,1984,Tunnel Chase,Brad Fiedel
The Terminator,1984,Love Scene,Brad Fiedel
The Terminator,1984,Future Remembered,Brad Fiedel
The Terminator,1984,Factory Chase,Brad Fiedel
The Terminator,1984,Reese Chased,Brad Fiedel
The Terminator,1984,Sarah on Her Motorbike,Brad Fiedel
The Terminator,1984,Gun Shop/Reese in Alley,Brad Fiedel
The Terminator,1984,Sarah in the Bar,Brad Fiedel
The Terminator,1984,Tech Noir/Alley Chase,Brad Fiedel
The Terminator,1984,Garage Chase,Brad Fiedel
The Terminator,1984,Arm & Eye Surgery,Brad Fiedel
The Terminator,1984,Police Station/Escape from Police Station,Brad Fiedel
The Terminator,1984,Future Flashback/Terminator Infiltration,Brad Fiedel
The Terminator,1984,Death By Fire/Terminator Gets Up,Brad Fiedel
The Terminator,1984,Sarah's Destiny/The Coming Storm,Brad Fiedel
The Terminator,1984,Matt & Ginger Killed/Sarah Calls Detectives,Brad Fiedel
The Terminator,1984,Reese's Death/Terminator Sits Up/,Brad Fiedel
Stand by Me,1986,Stand By Me,Ben E. King
Stand by Me,1986,Mr. Lee,The Bobbettes
Stand by Me,1986,Rockin' Robin,Bobby Day
Stand by Me,1986,Great Balls of Fire,Jerry Lee Lewis
Stand by Me,1986,Sorry (I Ran All the Way Home),The Impalas (uncredited)
Stand by Me,1986,The Ballad of Paladin,"Wil Wheaton (uncredited), River Phoenix (uncredited), Corey Feldman (uncredited), and Jerry O'Connell (uncredited)"
Stand by Me,1986,Whispering Bells,The Del Vikings
Stand by Me,1986,Let the Good Times Roll,Shirley & Lee (as Shirley and Lee)
Stand by Me,1986,Book of Love,The Monotones
Stand by Me,1986,Lollipop,The Chordettes
Stand by Me,1986,Everyday,Buddy Holly
Stand by Me,1986,Come Go with Me,The Del Vikings
Stand by Me,1986,Come Softly To Me,The Fleetwoods
Stand by Me,1986,Hush-a-Bye,The Mystics
Stand by Me,1986,Get a Job,The Silhouettes
Stand by Me,1986,Yakety Yak,The Coasters
Stand by Me,1986,Mr. Sandman,
Stand by Me,1986,Taps,
Rush,2013,I Hear You Knocking,Dave Edmunds
Rush,2013,1976,
Rush,2013,I Could Show You If You'd Like,
Rush,2013,Stopwatch,
Rush,2013,Into the Red,
Rush,2013,Scuderia,
Rush,2013,Oysters in the Pits,
Rush,2013,20%,
Rush,2013,Watkins Glen,
Rush,2013,Loose Cannon,
Rush,2013,Car Trouble,
Rush,2013,Glück,
Rush,2013,Nürburgring,
Rush,2013,Inferno,
Rush,2013,Mount Fuji,
Rush,2013,For Love,
Rush,2013,Reign,
Rush,2013,Fame,
Rush,2013,Lost but Won,
Rush,2013,My Best Enemy,
Rush,2013,Gimme Some Lovin,Steve Winwood
Rush,2013,Mama Weer All Crazee Now,Slade
Rush,2013,Dyna-Mite,Mud
Rush,2013,"Sono Una Donna, Non Sono Una Santa",Rosanna Fratello
Rush,2013,Sad Sweet Dreamer,Sweet Sensation
Rush,2013,The Rocker,Thin Lizzy
Rush,2013,Many Rivers to Cross,Jimmy Cliff
Rush,2013,Ê Baiana,Clara Nunes
Rush,2013,Fame,David Bowie
Into the Wild,2007,Hard Sun,Eddie Vedder & Corin Tucker
Into the Wild,2007,Society,Eddie Vedder & Jerry Hannan
Into the Wild,2007,No Ceiling,
Into the Wild,2007,Rise,
Into the Wild,2007,Long Nights,
Into the Wild,2007,The Wolf,
Into the Wild,2007,Guaranteed,
Into the Wild,2007,Going up the Country,Canned Heat
Into the Wild,2007,King of the Road,
Into the Wild,2007,Doing the Wrong Thing,
Into the Wild,2007,Frame,
Into the Wild,2007,U Can't Touch This,M.C. Hammer
Into the Wild,2007,Emory and Old St. Andrews March,Atlanta Pipe Band
Into the Wild,2007,The Water Ran This Way Back and Forth,Pedro
Into the Wild,2007,I Thought I Was You,Kelly Peterson
Into the Wild,2007,Fork and File,The Crooked Jades
Into the Wild,2007,Dakota Themes,
Into the Wild,2007,Slab Song,
Into the Wild,2007,Kaa,
Into the Wild,2007,Angel from Montgomery,Kristen Stewart & Emile Hirsch
Into the Wild,2007,Picking Berries,
Into the Wild,2007,Tracy's Song,Kristen Stewart
Into the Wild,2007,Best Unsaid,
Into the Wild,2007,Timekeeper,
Into the Wild,2007,Carte Noir,
Into the Wild,2007,Flood,
Into the Wild,2007,Porterville,Creedence Clearwater Revival
Into the Wild,2007,I Saw It,
Logan,2017,Las Mil y Una Noches,Santi Mostaffa
Logan,2017,BlackOut,"Felli Fel (as DJ Felli Fel) presents The Americanos featuring Lil Jon, Juicy J (as Juicy J)"
Logan,2017,Make It Bang (feat. TT The Artist),Baauer
Logan,2017,Happy Birthday,
Logan,2017,I Got A Name,Jim Croce
Logan,2017,William Tell Overture,Ted Caplan
Logan,2017,Party Life,Blaze & Chin Check
Logan,2017,Blacked Out,
Logan,2017,Rainbow Explosion,Hot Toothpaste
Logan,2017,Gimme A Country Man,
Logan,2017,Play To Win,
Logan,2017,The Party Starts Right Now,U4L Featuring Beth Enloe
Logan,2017,American Dreamin',Brooke Eden
Logan,2017,Love Is A Tricky Thing,Cate Song
Logan,2017,Torrey's Death,
Logan,2017,Abide With Me,
Logan,2017,Dixie,
Logan,2017,Apotheosis And End Title,
Logan,2017,Black Is The Color,
Logan,2017,Call Of The Far Away Hills,
Logan,2017,Eyes Of Blue,
Logan,2017,Automobile,Kaleo
Logan,2017,Find My Way,
Logan,2017,Blue Tacoma,Russell Dickerson
Logan,2017,Tonight,Party Hard
Logan,2017,Devil's Whisper,Raury
Logan,2017,The Best Man,Bobby Helms
Logan,2017,The Man Comes Around,Johnny Cash
The Wizard of Oz,1939,Over the Rainbow,
The Wizard of Oz,1939,"Munchkinland Medley: 'Come Out, Come Out, Wherever You Are', 'The House Began To Pitch', 'As Mayor of the Munchkin City', 'As Coroner, I Must Aver', 'Ding Dong The Witch is Dead', 'Lullaby League', 'Lollipop Guild', and 'We Welcome You to Munchkinland'",
The Wizard of Oz,1939,Follow the Yellow Brick Road,
The Wizard of Oz,1939,If I Only Had a Brain,
The Wizard of Oz,1939,We're Off to See the Wizard,
The Wizard of Oz,1939,If I Only Had a Heart,
The Wizard of Oz,1939,We're Off To See The Wizard,
The Wizard of Oz,1939,If I Only Had the Nerve/We're Off To See The Wizard,
The Wizard of Oz,1939,Optimistic Voices,
The Wizard of Oz,1939,The Merry Old Land of Oz,
The Wizard of Oz,1939,If I Were King of the Forest,
The Wizard of Oz,1939,"The Happy Farmer, Op. 68, No. 10",
The Wizard of Oz,1939,In the Shade of the Old Apple Tree,
The Wizard of Oz,1939,Night on Bald Mountain,
The Wizard of Oz,1939,Home Sweet Home,
The Wizard of Oz,1939,"Scherzo in E Minor, Op. 16, No. 2",
The Wizard of Oz,1939,Over the Rainbow,
Spotlight,2015,West Side Waltz,
Spotlight,2015,Walk My Street,Sundaes
Spotlight,2015,Sea Shanty,Populuxe
Spotlight,2015,Myself in You,
Spotlight,2015,"Concerto Grosso No. 1 in G Major, Op. 6",
Spotlight,2015,Al Fresco,
Spotlight,2015,Cornucopia,
Spotlight,2015,"Brandenburg Concerto No. 3, 3rd mvmt: Allegro",
Spotlight,2015,These Exiled Years,
Spotlight,2015,"Concerto Grosso No. 2 in F Major, Op. 6",
Spotlight,2015,Cocinando Suave,Ray Barretto
Spotlight,2015,Bean's Blues,Coleman Hawkins
Spotlight,2015,Silent Night,
Groundhog Day,1993,Weatherman,Delbert McClinton
Groundhog Day,1993,"Piano Sonata in C, K545, 1st movement",
Groundhog Day,1993,I Got You Babe,Sonny & Cher
Groundhog Day,1993,Pennsylvania Polka,Frankie Yankovic
Groundhog Day,1993,Take Me Round Again,Susie Stevens-Logan (as Susie Stevens)
Groundhog Day,1993,You Don't Know Me,Ray Charles
Groundhog Day,1993,Eighteenth Variation from Rhapsody on a Theme of Paganini,
Groundhog Day,1993,Phil's Piano Solo,
Groundhog Day,1993,Almost Like Being in Love,Nat 'King' Cole (as Nat King Cole)
Groundhog Day,1993,La Bourrée du Célibataire,
Groundhog Day,1993,Quartet No. 1 in D - The Ground Hog,Bruce Duvok
Ratatouille,2007,Le Festin (Backup Choir Excerpt; Radio),Camille
Ratatouille,2007,Le Festin,Camille
Ratatouille,2007,Le Festin (Reprise; Finale),Camille
The Exorcist,1973,Kanon For Orchestra and Tape,
The Exorcist,1973,Cello Concerto,
The Exorcist,1973,String Quartet (1960),
The Exorcist,1973,Polymorphia,Orchestra of the Cracow Philharmonia
The Exorcist,1973,The Devils of Loudon,Hamburg State Opera
The Exorcist,1973,Fantasia for Strings,
The Exorcist,1973,(Tutti) Threnody I: Night of the Electric Insects,
The Exorcist,1973,"Fliessend, Äusserst Zart (from Five Pieces for Orchestra, Op. 10)",
The Exorcist,1973,Beginnings (from The Wind Harp),
The Exorcist,1973,Tubular Bells,
The Exorcist,1973,Study No. 1,
The Exorcist,1973,Study No. 2,
The Exorcist,1973,Ramblin' Man,The Allman Brothers Band
The Exorcist,1973,Istoria mou,Rita Sakellariou
The Exorcist,1973,Paramythaki mou,Giannis Kalatzis
The Exorcist,1973,Down on 33rd and 3rd,Party Goers
The Exorcist,1973,Carly and Carole,
The Exorcist,1973,Quiet Village,Les Baxter
The Best Years of Our Lives,1946,Among My Souvenirs,
The Best Years of Our Lives,1946,"Toot, Toot, Tootsie (Goo' Bye!)",
The Best Years of Our Lives,1946,Lazy River,
The Best Years of Our Lives,1946,Beer Barrel Polka (Roll Out the Barrel),
The Best Years of Our Lives,1946,Chopsticks,
The Best Years of Our Lives,1946,Bridal Chorus (Here Comes the Bride),
Before Sunset,2004,An Ocean Apart,Julie Delpy
Before Sunset,2004,Bach: Goldberg Variation Number 25,Igor Kipnis
Before Sunset,2004,A Waltz For A Night,Julie Delpy
Before Sunset,2004,Just In Time,Nina Simone
Before Sunset,2004,Je T'aime Tant,Julie Delpy
Before Sunset,2004,Accordion Music,Glover Gill
Rebecca,1940,Love's Old Sweet Song (Just a Song at Twilight),
My Father and My Son,2005,Bir Sans Daha,Cihan Okan
The Grapes of Wrath,1940,Red River Valley,
The Grapes of Wrath,1940,"A Tisket, A Tasket",
The Grapes of Wrath,1940,Going Down the Road Feeling Bad,
The Grapes of Wrath,1940,She'll Be Coming 'Round the Mountain,
Cool Hand Luke,1967,Plastic Jesus,Paul Newman
Cool Hand Luke,1967,Just a Closer Walk With Thee,
Cool Hand Luke,1967,Midnight Special,Harry Dean Stanton
Cool Hand Luke,1967,Cotton Fields,Harry Dean Stanton
Cool Hand Luke,1967,There Ain't No Grave Gonna Hold My Body Down,Harry Dean Stanton
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Yo Ho (A Pirate's Life for Me),"Lucinda Dryzek, Keira Knightley, and Johnny Depp"
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Pirate Musk,Craig Eastman
The Battle of Algiers,1966,"St. Matthew Passion BWV 244, 1st movement",
The Battle of Algiers,1966,Rebecca,Les Chakachas
To Be or Not to Be,1942,"Polonaise in A major, Op. 40, No. 1, 'Military'",
To Be or Not to Be,1942,German National Anthem (Das Lied der Deutschen),
Amores perros,2000,Amores Perros,Control Machete
Amores perros,2000,La vida es un carnaval,Celia Cruz
Amores perros,2000,Pesada,Control Machete
Amores perros,2000,Yolanda,Los Gatos Negros
Amores perros,2000,Corazón,Titán
Amores perros,2000,La cumbia del garrote,Los del Garrote
Amores perros,2000,Gimme the Power,Banda Espuela de Oro
Amores perros,2000,Mentiras,Los del Garrote
Amores perros,2000,Coolo,Illya Kuryaki & The Valderramas
Amores perros,2000,Lucha de gigantes,Nacha Pop
Amores perros,2000,Si señor,Control Machete
Amores perros,2000,Atacama,Gustavo Santaolalla
Amores perros,2000,Long Cool Woman (In a Black Dress),The Hollies
Amores perros,2000,Chico Groove,Gustavo Santaolalla
Amores perros,2000,Lucha de Gigantes,Cristian Fiebre
The Sound of Music,1965,Prelude,
The Sound of Music,1965,The Sound of Music,
The Sound of Music,1965,Preludium (Dixit Dominus),
The Sound of Music,1965,Morning Hymn,
The Sound of Music,1965,Alleluia,
The Sound of Music,1965,Maria,
The Sound of Music,1965,I Have Confidence,
The Sound of Music,1965,Sixteen Going on Seventeen,
The Sound of Music,1965,My Favorite Things,
The Sound of Music,1965,Do-Re-Mi,
The Sound of Music,1965,The Lonely Goatherd,
The Sound of Music,1965,Edelweiss,
The Sound of Music,1965,"So Long, Farewell",
The Sound of Music,1965,How Can Love Survive,
The Sound of Music,1965,Climb Ev'ry Mountain,
The Sound of Music,1965,Something Good,
The Sound of Music,1965,Processional,
Life of Brian,1979,Brian,
Life of Brian,1979,Always Look on the Bright Side of Life,
Life of Brian,1979,Vision of Fear,
Life of Brian,1979,"Requiem in D minor, K.626 - 3. Sequentia: Dies irae",Unknown
The 400 Blows,1959,Les Quatre Cents Coups,
The 400 Blows,1959,La Machine à Écrire,
The 400 Blows,1959,Balzac,
The 400 Blows,1959,Finale,
The 400 Blows,1959,Balzac et Gymnastique,
The 400 Blows,1959,École Buissonnière,
Persona (1966),1966,"Adagio from Concerto No. 2 in E major for Violin, Strings and Continuo, BWV 1042",
It Happened One Night,1934,Who's Afraid of the Big Bad Wolf,
It Happened One Night,1934,The Flying Trapeze,all bus passengers
It Happened One Night,1934,Bridal Chorus (Here Comes the Bride),
Dune,2021,Tooth of Shai Hulud,Czarina Russell
Dune,2021,Bagpipe Army,
Dune,2021,Sardaukar Chant,
Dune,2021,Healing Baron,
Dune,2021,Herbert,
La Haine,1995,Burnin' and Lootin',Bob Marley
La Haine,1995,That Loving Feeling,Isaac Hayes avec l'aimable autorisation des EMI Music Publishing France SA et de Fantasy
La Haine,1995,More Bounce to the Ounce,Zapp and Roger Troutman (as Roger) avec l'aimable autorisation de Polygram Projets Speciaux et de Warner Special Products
La Haine,1995,Mon Esprit Part en Couille,Expression Direkt avec l'aimable autorisation de Ghetto Youth Progress
La Haine,1995,DJ Skud Interlude,Cut Killer
La Haine,1995,Wedding Songs Medley,
La Haine,1995,Funk Funk,Cameo song of Polygram Inc. © 1977 Mercury Records avec l'aimable autorisation de Polygram Projets Speciaux
La Haine,1995,Tak Hedat,Tak Fari Nas avec l'aimable autorisation de Lance Productions et de Sonodisc
La Haine,1995,Outstanding,The Gap Band © 1982 Mercury avec l'aimable autorisation de Polygram Projets Speciaux
La Haine,1995,Loufou Lakari,Mabiala and Lonningisa avec l'aimable autorisation de Esperance et de Sonodisc
La Haine,1995,The Beat Goes On,Ripple avec l'aimable autorisation de BMG Publishing France et de Arcade
La Haine,1995,Nsangu Nsangu,Klay M avec l'aimable autorisation de Klay M et de Sonodisc
La Haine,1995,Ellens Gesang III (Ave Maria),Christa Ludwig and Irwin Gage © 1974 Deutsche Grammophon Hambourg avec l'aimable autorisation de Polygram Projets Speciaux
La Haine,1995,Hard Core,Solo avec l'aimable autorisation de Solo
La Haine,1995,Groove Holmes,The Beastie Boys Brooklyn Dust Music / Polygram International Publishing avec l'aimable autorisation de Polygram Projets Speciaux © 1994 Capitol Records Inc.
La Haine,1995,Ricky's Theme,The Beastie Boys Brooklyn Dust Music / Polygram International Publishing avec l'aimable autorisation de Polygram Projets Speciaux © 1994 Capitol Records Inc.
La Haine,1995,Eugene's Lament,The Beastie Boys Brooklyn Dust Music / Polygram International Publishing avec l'aimable autorisation de Polygram Projets Speciaux © 1994 Capitol Records Inc.
La Haine,1995,Music from 'Les Schtroumpfs',
La Haine,1995,Musique de la série TV 'Chapi Chapo',
Aladdin,1992,Arabian Nights,Bruce Adler
Aladdin,1992,One Jump Ahead,Brad Kane
Aladdin,1992,One Jump Ahead (Reprise),Brad Kane
Aladdin,1992,Friend Like Me,Robin Williams
Aladdin,1992,Under the Sea,
Aladdin,1992,Prince Ali,Robin Williams
Aladdin,1992,A Whole New World,Lea Salonga and Brad Kane
Aladdin,1992,The Stars and Stripes Forever,
Aladdin,1992,When You Wish Upon a Star,
Aladdin,1992,Prince Ali Reprise,Jonathan Freeman
Aladdin,1992,A Whole New World (Finale),
Aladdin,1992,A Whole New World (Aladdin's Theme; End Title Duet),Regina Belle and Peabo Bryson
Beauty and the Beast,1991,Prologue,
Beauty and the Beast,1991,Belle,"Paige O'Hara, Richard White, Alec Murphy, Mary Kay Bergman, Kath Soucie, and Chorus"
Beauty and the Beast,1991,Belle (Reprise),Paige O'Hara
Beauty and the Beast,1991,Be Our Guest,"Jerry Orbach, Angela Lansbury, and Chorus"
Beauty and the Beast,1991,Gaston,"Richard White, Jesse Corti, and Chorus"
Beauty and the Beast,1991,Gaston (Reprise),"Richard White, Jesse Corti, and Chorus"
Beauty and the Beast,1991,Something There,"Paige O'Hara, Robby Benson, Angela Lansbury, Jerry Orbach, and David Ogden Stiers"
Beauty and the Beast,1991,Beauty and the Beast,Angela Lansbury
Beauty and the Beast,1991,The Mob Song,Richard White and Chorus
Beauty and the Beast,1991,Beauty and the Beast (End Title Duet),Céline Dion and Peabo Bryson
Beauty and the Beast,1991,Human Again,"Angela Lansbury, Jerry Orbach, David Ogden Stiers, Jo Anne Worley, and Chorus"
Gandhi,1982,God Save the King!,
Gandhi,1982,Raghupati Raghava Raja Ram,
Gandhi,1982,Vaishnava Janato,Lata Mangeshkar
Gandhi,1982,Marche Militaire,
The Help,2011,Jackson,Johnny Cash and June Carter Cash
The Help,2011,Sherry,Frankie Valli & The Four Seasons
The Help,2011,Guiding Light Theme (,Albert J. Buhrman (as Bert Buhrman)
The Help,2011,I Ain't Never,Webb Pierce
The Help,2011,Walk Right Back,The Everly Brothers
The Help,2011,Rhythm of the Rain,The Cascades
The Help,2011,Victory Is Mine,Dorothy Norwood
The Help,2011,Road Runner,Bo Diddley
The Help,2011,Hallelujah I Love Her So,Ray Charles
The Help,2011,Swingin' on a Rainbow,Frankie Avalon
The Help,2011,The Wah-Watusi,The Orlons
The Help,2011,(You've Got) Personality,Lloyd Price
The Help,2011,The Little Drummer Boy,Ray Conniff & Ray Conniff Singers
The Help,2011,Carolina,
The Help,2011,"Don't Think Twice, It's All Right",Bob Dylan
The Help,2011,Let's Twist Again,Chubby Checker
The Help,2011,Hey! Bo Diddley,Bo Diddley
The Help,2011,The Living Proof,Mary J. Blige
The Help,2011,Don't Knock,Mavis Staples
The Help,2011,Change The World,Taylor Dayne
The Handmaiden,2016,The Song at the End of the Century,Kim Tae-ri (P) 2016 CJ E&M MUSIC
The Handmaiden,2016,Old Scars and Fresh Pink Wounds,Tim Ribchester
The Handmaiden,2016,The Saviour Who Came to Tear My Life Apart,
The Handmaiden,2016,Ladies are the Dolls of Maids,
The Handmaiden,2016,So This was the Scent,
The Handmaiden,2016,Four Small Silver Balls,
The Handmaiden,2016,The Footsteps of My Dear Love,Gain (Ga-in Son) ft. MINSEO (P) 2016 CJ E&M MUSIC
The Handmaiden,2016,The Handmaiden,
The Handmaiden,2016,"Pieces for Harpsichord: Suite in E minor, Tambourin",
The Handmaiden,2016,"Clarinet Quintet in A major, K581, 2nd movement, Larghetto",
Breaking Bad,2008,Dead Fingers Talking,
Breaking Bad,2008,The Ecstasy Of Gold (The Good The Bad And The Ugly),Edda Dell'Orso
Breaking Bad,2008,Breaking Bad Main Title Theme,Dave Porter
Breaking Bad,2008,Fallacies,Twaughthammer
Breaking Bad,2008,Fallacies,Twaughthammer
Band of Brothers,2001,Band Of Brothers (Suite One),The London Metropolitan Orchestra
Band of Brothers,2001,Band Of Brothers (Suite Two),The London Metropolitan Orchestra
Chernobyl,2019,The Door,
Chernobyl,2019,Bridge of Death,
Chernobyl,2019,Turbine Hall,
Chernobyl,2019,Vichnaya Pamyat,
Chernobyl,2019,Pump Room,
Chernobyl,2019,Clean Up,
Chernobyl,2019,Dealing With Destruction,
Chernobyl,2019,Waiting for the Engineer,
Chernobyl,2019,Gallery,
Chernobyl,2019,12 Hours Before,
Chernobyl,2019,Corridors,
Chernobyl,2019,Líður (Chernobyl version),
Chernobyl,2019,Evacuation,
The Wire,2002,Way Down in the Hole,The Blind Boys of Alabama (season 1)
The Wire,2002,Way Down in the Hole,
The Wire,2002,Way Down in the Hole,the Neville Brothers (season 3)
The Wire,2002,Way Down in the Hole,DoMaJe (season 4)
The Wire,2002,Way Down in the Hole,Steve Earle (season 5)
The Wire,2002,The Fall,
The Sopranos,1999,Woke Up This Morning,Howlin' Wolf
Our Planet,2019,In This Together,Ellie Goulding
Game of Thrones,2011,Main Title,
Game of Thrones,2011,Power is Power,"SZA, The Weeknd and Travis Scott"
Rick and Morty,2013,Rick and Morty Theme,
Rick and Morty,2013,Rick and Morty Theme,
Fullmetal Alchemist: Brotherhood,2009,again,Yui
Fullmetal Alchemist: Brotherhood,2009,Horoguramu,Nico Touches the Walls
Fullmetal Alchemist: Brotherhood,2009,Gôruden Taimu Rabâ,Sukima Switch
Fullmetal Alchemist: Brotherhood,2009,Period,CHEMISTRY
Fullmetal Alchemist: Brotherhood,2009,Rein,SID
Fullmetal Alchemist: Brotherhood,2009,Uso,SID
Fullmetal Alchemist: Brotherhood,2009,LET IT OUT,Miho Fukuhara
Fullmetal Alchemist: Brotherhood,2009,Tsunaida Te,Lil'B
Fullmetal Alchemist: Brotherhood,2009,Shunkan Senchimentaru,Scandal (as SCANDAL)
Fullmetal Alchemist: Brotherhood,2009,RAY OF LIGHT,Shôko Nakagawa
The Twilight Zone,1959,Twilight Zone Theme,
The Twilight Zone,1959,Twilight Zone Theme,
Batman: The Animated Series,1992,Batman The Animated Series,
Batman: The Animated Series,1992,Batman,Cristina D'Avena
Arcane,2021,Enemy,Imagine Dragons ft J.I.D.
Attack on Titan,2013,Attack on Titan: original Soundtracks,
Firefly,2002,The Ballad of Serenity,Sonny Rhodes
The Office (US),2005,The Office Theme,The Scrantones
The Office (US),2005,Stars,
Death Note,2006,the WORLD,
Death Note,2006,Arumina,
True Detective,2014,Far From Any Road,
True Detective,2014,Young Men Dead,
Seinfeld,1989,Seinfeld Theme Song,
Persona (2018),2018,Agâh Makami,Haluk Bilginer and Rubato
The Civil War,1990,Ashokan Farewell,Fiddle Fever
The Civil War,1990,We Are Climbing Jacob's Ladder,Bernice Johnson Reagon
The Civil War,1990,Kingdom Coming,
The Civil War,1990,Marching Through Georgia,
Friends,1994,I'll Be There For You,The Rembrandts
Friends,1994,Smelly Cat,Lisa Kudrow
Gravity Falls,2012,Gravity Falls Theme,
Last Week Tonight with John Oliver,2014,Go,Valley Lodge
Monty Python's Flying Circus,1969,The Liberty Bell,The Band of the Grenadier Guards (opening theme music)
Curb Your Enthusiasm,2000,Frolic,
Pride and Prejudice,1995,Pride and Prejudice,Melvyn Tan
Fawlty Towers,1975,Fawlty Towers,Dennis Wilson Quartet [series theme tune]
Fawlty Towers,1975,Minuet in G-major,
Narcos,2015,Tuyo (Narcos Theme),Rodrigo Amarante [Opening credits theme]
Twin Peaks,1990,Twin Peaks Theme,
The West Wing,1999,West Wing Main Title,Pete Anthony
The West Wing,1999,Cello Suite No. 1 Prelude,
Blackadder Goes Forth,1989,British Grenadier,
Peaky Blinders,2013,Red Right Hand,Nick Cave & The Bad Seeds [Opening Title Theme]
BoJack Horseman,2014,Bojack Horseman Ending Credits Song,Grouplove
BoJack Horseman,2014,Back in the 90's (BoJack's Theme),Grouplove
Dragon Ball Z,1989,Rock The Dragon,Ron Wasserman and Jeremy Sweet
Dragon Ball Z,1989,DragonBall Z,Faulconer productions
Dragon Ball Z,1989,DragonBall Z,"Tom Keenlyside, John Mitchell & David Iris"
Dragon Ball Z,1989,Dragon Ball Z movie theme,Mark Menza
Chappelle's Show,2003,Hip-Hop,
Leyla and Mecnun,2011,LEYLA,
South Park,1997,South Park (theme song),"Les Claypool, Trey Parker and Matt Stone"
Arrested Development,2003,Arrested Development,
Arrested Development,2003,The Final Countdown,Europe [GOB's magic theme music]
Arrested Development,2003,Christmastime Is Here (Instrumental),
Dark,2017,Industry,Mire Kay
Dark,2017,Familiar,Agnes Obel
Dark,2017,Goodbye,Apparat [Opening Credits Theme]
Dark,2017,Let You Go,Christophe Zanellato
Six Feet Under,2001,Six Feet Under (Original Main Theme),
Steins;Gate,2011,Hacking to the Gate,Kanako Itô
Steins;Gate,2011,Tokitsukasadoru Juni no Meiyaku,Yui Sakakibara
The Simpsons,1989,The Simpsons Theme,
